PROTEIN	TAXON	sequences in db	letters in db	avrg length	hits	alignments	score	e-value	description
						1	128.0	3.79795e-07	gi|1469986947|ref|XP_026180978.1| uncharacterized protein LOC113141017 isoform X2 [Mastacembelus armatus]
						1	128.0	4.17234e-07	gi|1042353382|ref|XP_017320478.1| PREDICTED: vascular endothelial growth factor C isoform X1 [Ictalurus punctatus]
						1	128.0	4.17234e-07	gi|1503192946|ref|XP_026789238.1| vascular endothelial growth factor C [Pangasianodon hypophthalmus]
						1	128.0	4.2572e-07	gi|1025254850|ref|XP_016370232.1| PREDICTED: uncharacterized protein LOC107710051 [Sinocyclocheilus rhinocerous] >gi|1025254854|ref|XP_016370233.1| PREDICTED: uncharacterized protein LOC107710051 [Sinocyclocheilus rhinocerous]
						1	128.0	4.80964e-07	gi|966638175|gb|KTF73279.1| hypothetical protein cypCar_00043624, partial [Cyprinus carpio]
						1	127.0	4.91678e-07	gi|1357729471|ref|XP_024151541.1| vascular endothelial growth factor D isoform X3 [Oryzias melastigma]
						1	128.0	5.08517e-07	gi|1395247278|gb|AWP18643.1| PDGF domain containing protein [Scophthalmus maximus]
						1	127.0	5.16126e-07	gi|1357729467|ref|XP_024151539.1| vascular endothelial growth factor D isoform X1 [Oryzias melastigma] >gi|1357729469|ref|XP_024151540.1| vascular endothelial growth factor D isoform X2 [Oryzias melastigma]
						1	127.0	5.63764e-07	gi|1343038678|ref|XP_023869462.1| trichohyalin-like [Salvelinus alpinus]
						1	127.0	5.66515e-07	gi|1338750199|ref|XP_023671167.1| vascular endothelial growth factor C isoform X1 [Paramormyrops kingsleyae] >gi|1338750201|ref|XP_023671168.1| vascular endothelial growth factor C isoform X1 [Paramormyrops kingsleyae]
						1	127.0	5.71581e-07	gi|1338750203|ref|XP_023671169.1| vascular endothelial growth factor C isoform X2 [Paramormyrops kingsleyae]
						1	127.0	6.17317e-07	gi|1101566804|ref|XP_018949216.1| PREDICTED: uncharacterized protein LOC109078389 [Cyprinus carpio]
						1	126.0	6.42944e-07	gi|1042353384|ref|XP_017320479.1| PREDICTED: vascular endothelial growth factor C isoform X2 [Ictalurus punctatus]
						1	127.0	6.56609e-07	gi|1564328631|gb|RXN25380.1| RNA polymerase II degradation factor 1-like isoform X2 [Labeo rohita]
						1	127.0	6.9409e-07	gi|1101534205|ref|XP_018932902.1| PREDICTED: uncharacterized protein LOC109060204 [Cyprinus carpio]
						1	126.0	7.08728e-07	gi|1515173970|gb|ROL42883.1| Platelet-derived growth factor subunit B [Anabarilius grahami]
						1	126.0	7.5029e-07	gi|1549142596|gb|RVE74343.1| hypothetical protein OJAV_G00021060 [Oryzias javanicus]
						1	126.0	8.07833e-07	gi|1025403646|ref|XP_016408662.1| PREDICTED: uncharacterized protein LOC107740670 [Sinocyclocheilus rhinocerous]
						1	124.0	8.28582e-07	gi|410912842|ref|XP_003969898.1| PREDICTED: vascular endothelial growth factor D [Takifugu rubripes]
						1	125.0	9.13241e-07	gi|1511153303|ref|XP_026867185.1| vascular endothelial growth factor D [Electrophorus electricus]
						1	126.0	9.18185e-07	gi|929097768|ref|XP_014059866.1| PREDICTED: uncharacterized protein LOC106607441 [Salmo salar]
						1	125.0	9.23385e-07	gi|1211291551|ref|XP_021429157.1| vascular endothelial growth factor C-like [Oncorhynchus mykiss]
						1	125.0	9.40252e-07	gi|93277128|ref|NP_001035268.1| vascular endothelial growth factor D precursor [Danio rerio] >gi|528494371|ref|XP_005169367.1| vascular endothelial growth factor D isoform X1 [Danio rerio] >gi|89275688|gb|ABD66223.1| vascular enthelial growth factor D [Danio rerio] >gi|190338290|gb|AAI63164.1| C-fos induced growth factor [Danio rerio] >gi|190339986|gb|AAI63170.1| C-fos induced growth factor [Danio rerio]
						1	126.0	9.45051e-07	gi|929075671|ref|XP_014048129.1| PREDICTED: trichohyalin-like [Salmo salar]
						1	125.0	9.50417e-07	gi|1367392102|ref|XP_024258461.1| vascular endothelial growth factor C-like isoform X1 [Oncorhynchus tshawytscha]
						1	125.0	1.0888e-06	gi|1158877562|ref|XP_020342837.1| vascular endothelial growth factor C-like [Oncorhynchus kisutch]
						1	124.0	1.11633e-06	gi|1564329445|gb|RXN26060.1| vascular endothelial growth factor D-like isoform X1 [Labeo rohita] >gi|1564338452|gb|RXN34039.1| vascular endothelial growth factor D-like isoform X1 [Labeo rohita]
						1	124.0	1.1476e-06	gi|1049224004|ref|XP_017550150.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Pygocentrus nattereri]
						1	125.0	1.1549e-06	gi|1367392104|ref|XP_024258462.1| vascular endothelial growth factor C-like isoform X2 [Oncorhynchus tshawytscha]
						1	125.0	1.1953e-06	gi|1169048443|ref|XP_020476934.1| uncharacterized protein LOC109972443 isoform X1 [Monopterus albus] >gi|1169048445|ref|XP_020476935.1| uncharacterized protein LOC109972443 isoform X1 [Monopterus albus]
						1	125.0	1.26093e-06	gi|1367465069|ref|XP_024288635.1| trichohyalin-like [Oncorhynchus tshawytscha]
						1	125.0	1.2863e-06	gi|974072621|ref|XP_015234056.1| PREDICTED: trichohyalin-like [Cyprinodon variegatus]
						1	124.0	1.28833e-06	gi|1469108501|ref|XP_026063463.1| uncharacterized protein LOC113046740 [Carassius auratus]
						1	121.0	1.33131e-06	gi|1025451013|ref|XP_016530856.1| PREDICTED: vascular endothelial growth factor D isoform X3 [Poecilia formosa]
						1	124.0	1.33521e-06	gi|1169048447|ref|XP_020476936.1| uncharacterized protein LOC109972443 isoform X2 [Monopterus albus]
						1	124.0	1.37472e-06	gi|966654347|gb|KTF89201.1| hypothetical protein cypCar_00019392 [Cyprinus carpio]
						1	124.0	1.44964e-06	gi|1389904888|ref|XP_024920082.1| uncharacterized protein LOC103393310 isoform X1 [Cynoglossus semilaevis]
						1	121.0	1.51439e-06	gi|109627817|gb|ABG34342.1| platelet-derived growth factor B chain-like protein, partial [Danio rerio]
						1	123.0	1.53063e-06	gi|1025387245|ref|XP_016404207.1| PREDICTED: vascular endothelial growth factor D-like isoform X1 [Sinocyclocheilus rhinocerous]
						1	124.0	1.55109e-06	gi|1343004466|ref|XP_023854235.1| vascular endothelial growth factor C-like [Salvelinus alpinus]
						1	123.0	1.73593e-06	gi|1250145860|ref|XP_022612766.1| stress response protein nst1-like isoform X3 [Seriola dumerili]
						1	123.0	1.7628e-06	gi|1083285127|ref|XP_018591149.1| PREDICTED: vascular endothelial growth factor C [Scleropages formosus]
						1	123.0	1.84569e-06	gi|1035254498|ref|XP_016895799.1| uncharacterized protein LOC103393310 isoform X2 [Cynoglossus semilaevis]
						1	123.0	1.90329e-06	gi|1049224002|ref|XP_017550149.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Pygocentrus nattereri]
						1	123.0	1.93497e-06	gi|1338752334|ref|XP_023672280.1| platelet-derived growth factor subunit B-like isoform X2 [Paramormyrops kingsleyae]
						1	123.0	1.94122e-06	gi|1042312425|ref|XP_017316278.1| PREDICTED: RNA polymerase II degradation factor 1-like isoform X2 [Ictalurus punctatus]
						1	123.0	1.97379e-06	gi|1338752332|ref|XP_023672279.1| platelet-derived growth factor subunit B-like isoform X1 [Paramormyrops kingsleyae]
						1	123.0	2.00701e-06	gi|1357686482|ref|XP_024128848.1| uncharacterized protein LOC112146978 isoform X1 [Oryzias melastigma]
						1	123.0	2.08222e-06	gi|1042312423|ref|XP_017316275.1| PREDICTED: RNA polymerase II degradation factor 1-like isoform X1 [Ictalurus punctatus]
						1	123.0	2.0958e-06	gi|1514838668|gb|ROI47930.1| Vascular endothelial growth factor C, partial [Anabarilius grahami]
						1	123.0	2.21328e-06	gi|1143419992|ref|XP_019964060.1| PREDICTED: trichohyalin-like isoform X1 [Paralichthys olivaceus]
						1	123.0	2.24015e-06	gi|432871546|ref|XP_004071970.1| trichohyalin [Oryzias latipes]
						1	123.0	2.24638e-06	gi|1520627399|ref|XP_027001909.1| vascular endothelial growth factor C [Tachysurus fulvidraco]
						1	122.0	2.26562e-06	gi|1101527340|ref|XP_018929339.1| PREDICTED: vascular endothelial growth factor D-like isoform X2 [Cyprinus carpio]
						1	122.0	2.31072e-06	gi|1020393940|ref|XP_016110986.1| PREDICTED: vascular endothelial growth factor D-like isoform X2 [Sinocyclocheilus grahami]
						1	121.0	2.35671e-06	gi|1025185827|ref|XP_016422250.1| PREDICTED: vascular endothelial growth factor D-like isoform X2 [Sinocyclocheilus rhinocerous]
						1	123.0	2.36347e-06	gi|1549137464|gb|RVE69216.1| hypothetical protein OJAV_G00075890 [Oryzias javanicus]
						1	121.0	2.57571e-06	gi|1025124174|ref|XP_016350368.1| PREDICTED: vascular endothelial growth factor D-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	121.0	2.58274e-06	gi|1248993333|ref|XP_022523418.1| vascular endothelial growth factor C [Astyanax mexicanus]
						1	121.0	2.74959e-06	gi|1025124167|ref|XP_016350367.1| PREDICTED: vascular endothelial growth factor D-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	121.0	2.85923e-06	gi|1020401762|ref|XP_016095066.1| PREDICTED: vascular endothelial growth factor D-like [Sinocyclocheilus grahami]
						1	122.0	2.94924e-06	gi|1143413543|ref|XP_019960926.1| PREDICTED: trichohyalin-like, partial [Paralichthys olivaceus]
						1	122.0	2.9592e-06	gi|291190252|ref|NP_001167218.1| vascular endothelial growth factor C precursor [Salmo salar] >gi|223648726|gb|ACN11121.1| Vascular endothelial growth factor C precursor [Salmo salar]
						1	122.0	3.06084e-06	gi|831552126|ref|XP_012728590.1| uncharacterized protein LOC105933547 isoform X1 [Fundulus heteroclitus]
						1	121.0	3.11836e-06	gi|966692708|gb|KTG25369.1| hypothetical protein cypCar_00042570 [Cyprinus carpio]
						1	121.0	3.12212e-06	gi|1025387249|ref|XP_016404208.1| PREDICTED: vascular endothelial growth factor D-like isoform X2 [Sinocyclocheilus rhinocerous]
						1	121.0	3.31064e-06	gi|1101536769|ref|XP_018934198.1| PREDICTED: vascular endothelial growth factor D-like [Cyprinus carpio]
						1	121.0	3.42668e-06	gi|831319264|ref|XP_012692416.1| PREDICTED: vascular endothelial growth factor C [Clupea harengus]
						1	121.0	3.43574e-06	gi|972967363|ref|XP_015200863.1| PREDICTED: vascular endothelial growth factor C [Lepisosteus oculatus]
						1	121.0	3.44258e-06	gi|1101527338|ref|XP_018929338.1| PREDICTED: vascular endothelial growth factor D-like isoform X1 [Cyprinus carpio]
						1	120.0	3.5105e-06	gi|1469049911|ref|XP_026131320.1| vascular endothelial growth factor D-like [Carassius auratus]
						1	121.0	3.53273e-06	gi|884959935|ref|XP_012991357.1| PREDICTED: uncharacterized protein LOC105031171 isoform X1 [Esox lucius]
						1	121.0	3.76058e-06	gi|1168961477|ref|XP_020465907.1| vascular endothelial growth factor D [Monopterus albus]
						1	120.0	3.79581e-06	gi|1025185823|ref|XP_016422249.1| PREDICTED: vascular endothelial growth factor D-like isoform X1 [Sinocyclocheilus rhinocerous]
						1	120.0	3.98576e-06	gi|1020393938|ref|XP_016110914.1| PREDICTED: vascular endothelial growth factor D-like isoform X1 [Sinocyclocheilus grahami]
						1	120.0	4.01042e-06	gi|1025100512|ref|XP_016345332.1| PREDICTED: vascular endothelial growth factor D isoform X2 [Sinocyclocheilus anshuiensis]
						1	121.0	4.26894e-06	gi|1520610253|ref|XP_026994971.1| uncharacterized protein LOC113638132 isoform X1 [Tachysurus fulvidraco]
						1	120.0	4.68181e-06	gi|884959937|ref|XP_012991358.1| PREDICTED: uncharacterized protein LOC105031171 isoform X2 [Esox lucius]
						1	120.0	5.20019e-06	gi|1357686484|ref|XP_024128849.1| uncharacterized protein LOC112146978 isoform X2 [Oryzias melastigma]
						1	114.0	5.38261e-06	gi|146760600|gb|ABQ44488.1| vascular endothelial growth factor C, partial [Oryzias latipes]
						1	120.0	5.6488e-06	gi|1520610255|ref|XP_026994972.1| uncharacterized protein LOC113638132 isoform X2 [Tachysurus fulvidraco]
						1	120.0	5.78946e-06	gi|528473928|ref|XP_001336831.4| uncharacterized protein pdgfbb isoform X2 [Danio rerio] >gi|1207169809|ref|XP_021329269.1| uncharacterized protein pdgfbb isoform X2 [Danio rerio]
						1	120.0	5.79189e-06	gi|528473922|ref|XP_005171668.1| uncharacterized protein pdgfbb isoform X1 [Danio rerio] >gi|528473924|ref|XP_005171669.1| uncharacterized protein pdgfbb isoform X1 [Danio rerio] >gi|1207169805|ref|XP_021329258.1| uncharacterized protein pdgfbb isoform X1 [Danio rerio] >gi|1207169807|ref|XP_021329267.1| uncharacterized protein pdgfbb isoform X1 [Danio rerio]
						1	120.0	5.82096e-06	gi|542178013|ref|XP_005468404.1| uncharacterized protein LOC100707172 [Oreochromis niloticus]
						1	119.0	5.94687e-06	gi|1025100508|ref|XP_016345331.1| PREDICTED: vascular endothelial growth factor D isoform X1 [Sinocyclocheilus anshuiensis]
						1	120.0	5.97821e-06	gi|499020070|ref|XP_004560818.1| uncharacterized protein LOC101477305 [Maylandia zebra]
						1	120.0	6.03589e-06	gi|554879134|ref|XP_005949384.1| PREDICTED: uncharacterized protein LOC102310023 [Haplochromis burtoni] >gi|1468930801|ref|XP_026021341.1| uncharacterized protein LOC113021108 isoform X1 [Astatotilapia calliptera]
						1	119.0	6.1674e-06	gi|1389904891|ref|XP_024920083.1| uncharacterized protein LOC103393310 isoform X3 [Cynoglossus semilaevis]
						1	119.0	6.2443e-06	gi|1386861797|ref|XP_024858132.1| vascular endothelial growth factor C isoform X4 [Kryptolebias marmoratus]
						1	119.0	6.45553e-06	gi|548502973|ref|XP_005750206.1| PREDICTED: uncharacterized protein LOC102206349 [Pundamilia nyererei]
						1	119.0	6.94251e-06	gi|1468930803|ref|XP_026021342.1| uncharacterized protein LOC113021108 isoform X2 [Astatotilapia calliptera]
						1	119.0	7.17524e-06	gi|1188085211|ref|XP_020788632.1| vascular endothelial growth factor C [Boleophthalmus pectinirostris]
						1	119.0	7.37153e-06	gi|1158896540|ref|XP_020352921.1| vascular endothelial growth factor C-like isoform X2 [Oncorhynchus kisutch]
						1	119.0	7.46888e-06	gi|584006174|ref|XP_006798073.1| PREDICTED: uncharacterized protein LOC102793375 [Neolamprologus brichardi]
						1	118.0	7.95042e-06	gi|929107216|ref|XP_014064807.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Salmo salar]
						1	118.0	8.37967e-06	gi|1041140397|ref|XP_017295049.1| vascular endothelial growth factor C isoform X3 [Kryptolebias marmoratus]
						1	118.0	8.9595e-06	gi|1158896538|ref|XP_020352920.1| vascular endothelial growth factor C-like isoform X1 [Oncorhynchus kisutch]
						1	118.0	9.04594e-06	gi|1211242058|ref|XP_021475028.1| vascular endothelial growth factor C-like [Oncorhynchus mykiss]
						1	118.0	9.19359e-06	gi|1343065570|ref|XP_023835539.1| LOW QUALITY PROTEIN: vascular endothelial growth factor C [Salvelinus alpinus]
						1	118.0	9.59171e-06	gi|973191191|ref|XP_006639189.2| PREDICTED: vascular endothelial growth factor D [Lepisosteus oculatus]
						1	118.0	1.00865e-05	gi|929107218|ref|XP_014064808.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Salmo salar]
						1	118.0	1.01506e-05	gi|1367398832|ref|XP_024270320.1| vascular endothelial growth factor C-like [Oncorhynchus tshawytscha]
						1	118.0	1.01829e-05	gi|1143419995|ref|XP_019964061.1| PREDICTED: trichohyalin-like isoform X2 [Paralichthys olivaceus]
						1	118.0	1.02845e-05	gi|1049250411|ref|XP_017564553.1| PREDICTED: vascular endothelial growth factor C [Pygocentrus nattereri]
						1	118.0	1.04621e-05	gi|928028122|ref|XP_013862406.1| PREDICTED: uncharacterized protein LOC106516544 isoform X1 [Austrofundulus limnaeus]
						1	117.0	1.13372e-05	gi|1207193935|ref|XP_021329643.1| uncharacterized protein pdgfbb isoform X2 [Danio rerio]
						1	117.0	1.13419e-05	gi|1207193931|ref|XP_021329641.1| uncharacterized protein pdgfbb isoform X1 [Danio rerio] >gi|1207193933|ref|XP_021329642.1| uncharacterized protein pdgfbb isoform X1 [Danio rerio]
						1	117.0	1.38745e-05	gi|1024972716|ref|XP_016307843.1| PREDICTED: uncharacterized protein LOC107662372 [Sinocyclocheilus anshuiensis] >gi|1024972718|ref|XP_016307844.1| PREDICTED: uncharacterized protein LOC107662372 [Sinocyclocheilus anshuiensis]
						1	116.0	1.48621e-05	gi|1386866384|ref|XP_024859067.1| vascular endothelial growth factor D isoform X2 [Kryptolebias marmoratus]
						1	116.0	1.64414e-05	gi|928028124|ref|XP_013862407.1| PREDICTED: protein CROWDED NUCLEI 4-like isoform X2 [Austrofundulus limnaeus]
						1	115.0	1.68089e-05	gi|1041146265|ref|XP_017259740.1| vascular endothelial growth factor D isoform X1 [Kryptolebias marmoratus]
						1	116.0	1.68459e-05	gi|1199363806|ref|XP_021177493.1| uncharacterized protein LOC105933547 isoform X2 [Fundulus heteroclitus]
						1	116.0	1.8028e-05	gi|45387875|ref|NP_991297.1| vascular endothelial growth factor C precursor [Danio rerio] >gi|31088265|gb|AAP44161.1|AF466147_1 vascular endothelial growth factor C [Danio rerio] >gi|89130591|gb|AAI14254.1| Vascular endothelial growth factor c [Danio rerio]
						1	116.0	1.80348e-05	gi|120537819|gb|AAI29501.1| LOC798657 protein, partial [Danio rerio]
						1	115.0	1.82811e-05	gi|1469944703|ref|XP_026158191.1| vascular endothelial growth factor C isoform X3 [Mastacembelus armatus]
						1	116.0	1.89018e-05	gi|528468557|ref|XP_005160055.1| vascular endothelial growth factor C isoform X1 [Danio rerio]
						1	114.0	1.94903e-05	gi|962005971|ref|XP_014877604.1| PREDICTED: vascular endothelial growth factor C-like [Poecilia latipinna] >gi|962008431|ref|XP_014830618.1| PREDICTED: vascular endothelial growth factor C-like [Poecilia mexicana]
						1	115.0	1.9668e-05	gi|974119249|ref|XP_015259223.1| PREDICTED: vascular endothelial growth factor C-like, partial [Cyprinodon variegatus]
						1	115.0	2.02811e-05	gi|1469138935|ref|XP_026077259.1| vascular endothelial growth factor D-like [Carassius auratus]
						1	115.0	2.1253e-05	gi|835959008|ref|XP_012777599.1| vascular endothelial growth factor C isoform X2 [Maylandia zebra]
						1	115.0	2.21268e-05	gi|1041140393|ref|XP_017295047.1| vascular endothelial growth factor C isoform X1 [Kryptolebias marmoratus]
						1	115.0	2.23272e-05	gi|1472978765|ref|XP_026216554.1| vascular endothelial growth factor C isoform X1 [Anabas testudineus]
						1	115.0	2.354e-05	gi|688609746|ref|XP_009294732.1| adenylate cyclase, terminal-differentiation specific [Danio rerio] >gi|1207192804|ref|XP_021329201.1| adenylate cyclase, terminal-differentiation specific [Danio rerio]
